APPENDIX 1 - MEDICATION LIST,,,,,,,
category,name,din,drugname,routeadm,strngth,subclnam,DDD
Insulins,INSULIN PROTAMINE ZINC,860301,INSULIN PROTAMINE ZINC,VIAL,100U,INSULINS,2.5
Insulins,INSULIN PROTAMINE ZINC,860328,INSULIN PROTAMINE ZINC,VIAL,100U,INSULINS,2.5
Insulins,INSULIN PROTAMINE ZINC,990590,INSULIN PROTAMINE ZINC,VIAL,100U,INSULINS,2.5
Insulins,INSULIN PROTAMINE ZINC,990604,INSULIN PROTAMINE ZINC,VIAL,100U,INSULINS,2.5
Insulins,INSULIN PROTAMINE ZINC,446610,INSULIN PROTAMINE ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,36951,INSULIN ZINC,OPHTH SOL,,INSULINS,NOT RELEVANT
Insulins,INSULIN ZINC,275409,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,275417,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,275425,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,612359,INSULIN ZINC,INJ,100U,INSULINS,2.5
Insulins,INSULIN ZINC,66124135,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,612251,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,612278,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,446580,INSULIN ZINC,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,514535,INSULIN ZINC,INJ-SC SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,612243,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,542911,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,446599,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,446602,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,1934090,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,1934104,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
Insulins,INSULIN ZINC,1934082,INSULIN ZINC,INJ SUSP,100U/ML,INSULINS,2.5
PPI,LANSOPRAZOLE,240629,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,903192,LANSOPRAZOLE,O/SUSP,NOT AVLE,PROTON PUMP INHIBITORS,NOT RELEVANT
PPI,LANSOPRAZOLE,2249464,LANSOPRAZOLE,TAB DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2258609,LANSOPRAZOLE,O/GRAN DR SUSP,15MG/DOSE,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2258617,LANSOPRAZOLE,O/GRAN DR SUSP,30MG/DOSE,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2354756,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2354764,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2366274,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2366282,LANSOPRAZOLE,TAB DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2367815,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2367823,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2369001,LANSOPRAZOLE,CAP,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2369028,LANSOPRAZOLE,CAP,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2385767,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2385775,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2410370,LANSOPRAZOLE,DR CAP,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2410389,LANSOPRAZOLE,DR CAP,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2414775,LANSOPRAZOLE,DR CAP,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2422808,LANSOPRAZOLE,DR CAP,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2422816,LANSOPRAZOLE,DR CAP,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2433672,LANSOPRAZOLE,DR CAP,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,9991289,LANSOPRAZOLE,PWD,NOT AVLE,PROTON PUMP INHIBITORS,NOT RELEVANT
PPI,LANSOPRAZOLE,99503010,LANSOPRAZOLE,IV PWS,3MG/ML,PROTON PUMP INHIBITORS,NOT RELEVANT
PPI,LANSOPRAZOLE,100,LANSOPRAZOLE,TAB,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2165511,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2165503,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2249472,LANSOPRAZOLE,TAB DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2293811,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2293838,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2280515,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2280523,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2353849,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2353830,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2357690,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2357682,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2385651,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2385643,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2395266,LANSOPRAZOLE,DR CAP,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2402629,LANSOPRAZOLE,CAP DR,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE,2402610,LANSOPRAZOLE,CAP DR,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2395258,LANSOPRAZOLE,DR CAP,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2433001,LANSOPRAZOLE,CAP,15MG,PROTON PUMP INHIBITORS,0.5
PPI,LANSOPRAZOLE,2433028,LANSOPRAZOLE,DR CAP,30MG,PROTON PUMP INHIBITORS,1
PPI,LANSOPRAZOLE SODIUM,2258080,LANSOPRAZOLE SODIUM,IV PWS,30MG/VIAL,PROTON PUMP INHIBITORS,1
Hydrophobic statins ,LOVASTATIN,795844,LOVASTATIN,TAB,10MG,ANTILIPEMIC: STATINS,0.25
Hydrophobic statins ,LOVASTATIN,2231434,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2231435,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2239955,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2239956,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2246989,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2246990,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2247231,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2247232,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2247536,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2247537,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2252929,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2252937,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2272288,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2272296,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2286122,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2286130,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2312670,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2312689,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2331837,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2331845,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2333821,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2333848,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2341476,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2341484,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2344335,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2344343,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2353237,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2364239,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2364247,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,795860,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,795852,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2220172,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2220180,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2243127,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2243129,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2246013,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2245822,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2246014,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2245823,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2246542,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2246543,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2247056,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2247057,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2248572,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2248573,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2267969,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN,2267977,LOVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN,2353229,LOVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN & NICOTINIC ACID,2270439,LOVASTATIN & NICOTINIC ACID,TAB,500/20MG,ANTILIPEMIC: STATINS,0.5
Hydrophobic statins ,LOVASTATIN & NICOTINIC ACID,2270447,LOVASTATIN & NICOTINIC ACID,TAB,1000/20MG,ANTILIPEMIC: STATINS,1
Hydrophobic statins ,LOVASTATIN & NICOTINIC ACID,2293501,LOVASTATIN & NICOTINIC ACID,TAB,1000/40MG,ANTILIPEMIC: STATINS,1
Metformin,METFORMIN HCL,9806,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2188902,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2220628,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2224589,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2229517,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2229656,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2229785,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2229994,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2230027,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2230670,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2230671,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2231058,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2231389,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2238827,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2239081,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2239214,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2242589,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2242726,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2242783,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2242793,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2242931,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2246613,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2246614,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2246821,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2246964,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2246965,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2252945,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2252953,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2257734,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2265575,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2265583,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2268493,METFORMIN HCL,TAB ER,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2268507,METFORMIN HCL,TAB ER,1000MG,ORAL ANTI-GLYCEMICS,0.5
Metformin,METFORMIN HCL,2269058,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2284782,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2284790,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2300451,METFORMIN HCL,TAB ER,1000MG,ORAL ANTI-GLYCEMICS,0.5
Metformin,METFORMIN HCL,2305062,METFORMIN HCL,TAB ER,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2314894,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2314908,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2331519,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2331527,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2334437,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2334445,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2339110,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2339129,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2341522,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2341603,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2343606,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2343614,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2350289,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2350300,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2353385,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2361264,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2361272,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2364506,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2364514,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2365286,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2365294,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2378043,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2378051,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2378116,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2378124,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2378639,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2378868,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2379775,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2380218,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2380730,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2385341,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2385368,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2388774,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2405710,METFORMIN HCL,NOT AVLE,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2421836,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2438283,METFORMIN HCL,TABLET,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,22022429,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,22297850,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,25022429,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,82148765,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,82167786,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,99100755,METFORMIN HCL,NOT AVLE,NOT AVLE,ORAL ANTI-GLYCEMICS,NOT RELEVANT
Metformin,METFORMIN HCL,314552,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,990329,METFORMIN HCL,O/SUSP,100MG/ML,ORAL ANTI-GLYCEMICS,1
Metformin,METFORMIN HCL,2045710,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2099233,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2148765,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2167786,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2162822,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2230026,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2223562,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2229516,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2233999,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2242974,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2162849,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2242794,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2246820,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2230475,METFORMIN HCL,TAB,850MG,ORAL ANTI-GLYCEMICS,0.425
Metformin,METFORMIN HCL,2257726,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2269031,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2353377,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2380196,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2380722,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2379767,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2378620,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2378841,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2388766,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2421828,METFORMIN HCL,TAB,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL,2438275,METFORMIN HCL,TABLET,500MG,ORAL ANTI-GLYCEMICS,0.25
Metformin,METFORMIN HCL & ROSIGLITAZONE MALEATE,2247085,METFORMIN HCL & ROSIGLITAZONE MALEATE,TAB,1/500MG,ORAL ANTI-GLYCEMICS,1
Metformin,METFORMIN HCL & ROSIGLITAZONE MALEATE,2247086,METFORMIN HCL & ROSIGLITAZONE MALEATE,TAB,2/500MG,ORAL ANTI-GLYCEMICS,1
Metformin,METFORMIN HCL & ROSIGLITAZONE MALEATE,2247087,METFORMIN HCL & ROSIGLITAZONE MALEATE,TAB,4/500MG,ORAL ANTI-GLYCEMICS,1
Metformin,METFORMIN HCL & ROSIGLITAZONE MALEATE,2248440,METFORMIN HCL & ROSIGLITAZONE MALEATE,TAB,2/1000MG,ORAL ANTI-GLYCEMICS,1
Metformin,METFORMIN HCL & ROSIGLITAZONE MALEATE,2248441,METFORMIN HCL & ROSIGLITAZONE MALEATE,TAB,4/1000MG,ORAL ANTI-GLYCEMICS,1
